client_id,age,region,income,debt,transactions_monthly,mobile_payments,default
f28715c0-794c-4aec-a391-2723f4aea6fc,54,Tashkent,4859940.446383911,268083.6921831023,2783212.18210464,4,0
eea3ee84-1131-4edd-a057-fd0221cc81c3,24,Fergana,4304999.400588179,3256958.549642255,3025881.7621940463,1,0
06a8c329-eedb-40d1-9957-9b2b4e7ae400,38,Samarkand,3315408.5664598625,6735512.718320015,2528545.7868417986,0,0
7e629ce0-b69a-4065-a568-e02489d48b56,26,Samarkand,4840301.693024408,3605111.992275212,3246456.626948868,5,0
146efa0e-8cb6-4021-bf52-ecc79cf386d1,56,Tashkent,3776789.7075908305,373053.8646854565,2913444.5176490364,1,0
f74c5a6f-018a-4dd6-b63c-0c585fd1df76,35,Bukhara,1327989.4332863376,2900428.648944895,3472768.4683865756,0,0
e90aff39-8b27-46bc-8c92-79c0d77852f8,21,Andijan,4117646.6184124793,6170521.290574048,2471325.4060280086,2,0
56fc36e5-5f00-48c1-86d2-570b789a205c,42,Tashkent,2727249.6665922855,299263.0737758158,1935080.2470660408,4,0
121a1dcf-5d89-44a7-9826-ae21f13f5be9,31,Samarkand,5463296.143221846,308564.2640493543,2291131.471561861,4,0
326b77c2-1d61-4a3a-b40d-551a2ce72370,26,Samarkand,3687930.48351869,2314952.6187447486,4442656.7688517785,5,0
a8f5fdff-700a-4721-a6b8-bdf10b5d4458,43,Tashkent,7223262.948282103,1084341.187508919,3955966.5262067467,5,0
e80318c8-00c5-4414-a8bd-95f856cf0f54,19,Bukhara,8207732.134535732,13650006.208025156,4213379.13259911,3,0
ae06fe2c-b7a6-48ce-a042-b828355db800,37,Andijan,6358762.746023812,4353523.760742497,4282713.958170219,5,1
5ee77032-c952-48e5-a6c5-704af3611ca5,45,Fergana,1897947.63603336,1693651.7169730936,2533681.9428267977,3,0
ca93e624-134e-4b69-8310-58899313323b,64,Tashkent,8010391.997758079,6100116.792256997,3295811.935408463,1,0
ed24b770-e58a-451d-8543-8b8782bd012b,24,Andijan,8151440.90074753,2349450.589316612,3075839.002847962,5,0
3466cc80-76b9-4b69-a208-20dce1a907a5,61,Andijan,5037581.022615882,708484.020245996,3659538.525591422,3,0
73d0ecbd-cedf-4482-b217-80633f1997e1,25,Samarkand,7645852.320671064,1354008.2908604327,2710831.754769033,0,0
ca956001-d77c-4d37-b618-c814e55ebd27,64,Fergana,3896649.7239066437,5146559.3048383575,3092974.1570910043,4,0
64886723-141a-4b77-bd73-64cc9a6fac60,52,Tashkent,1267508.1303008213,266350.47694851056,3072271.4776196857,4,0
c5e1e073-153b-41b3-bf92-a40f7b558499,31,Samarkand,3479431.1227568127,1592005.812831864,3532262.3999156975,2,0
9c440170-7686-4f12-b887-f21354e48303,34,Samarkand,8458601.732089512,1167936.2218687225,3655717.221071599,2,0
9338ba9d-c826-47c3-9621-7a8ce2a50a31,53,Bukhara,2017840.152777053,1122817.2361757373,3093671.0323402,5,0
d3497d8e-e78b-4669-b5f5-e4d05a9fb636,57,Andijan,4999042.563862989,5740521.483983562,3123990.784065808,5,0
b105db74-67a9-4709-9b0d-1590483d6267,21,Tashkent,5068287.786680425,8738241.651917987,3225898.020748704,1,0
f393acb8-a625-4458-abd6-058ddc86da2e,19,Tashkent,3974051.5120643764,6291557.30588065,4646551.420623043,2,0
9d95bf8f-2074-49d6-bd38-31f3a3ca0724,23,Tashkent,4112956.80032577,5188448.896835901,1270002.2086830682,0,0
2cb340e2-10cb-41c4-9fe7-ee32af7a40f3,59,Samarkand,5144498.268472405,12411656.154213034,2030320.338782192,3,0
c97bc423-e9a1-4772-a708-f87f76b15921,21,Bukhara,3875675.3161305455,300833.15455548896,3673679.596445942,3,1
2a80d386-8682-4db2-87e5-278f09cf00b8,46,Fergana,2155883.0056641377,916508.7009413589,3269784.3988390914,1,1
04b39da8-fd1d-4919-9e89-ffc9daf6a395,35,Samarkand,5430063.885886912,2675650.1174561055,3262749.550150877,3,0
ce536ac1-9f27-4e80-81d7-4c9bd93a6273,43,Fergana,7146733.164889945,2329672.74400051,3667495.4987133564,4,0
b9955b34-b103-4e1b-b85b-7f115737bda2,61,Bukhara,6739145.037306842,2706867.500332904,3213992.893123763,3,0
cdb64a55-778a-4114-982c-1fe16d53f2ad,51,Andijan,3380529.065220377,1156224.550932435,2440717.5215507764,2,0
7134363a-3d64-499e-a9b1-8c76a8b13072,27,Tashkent,2497544.1692446484,809673.8277163531,3628809.1401082585,4,0
3df19316-dcb7-49fe-aa6f-9bb471f45615,53,Fergana,4431624.235690443,3558524.0400217194,3020887.1629990777,2,0
32dc9c33-fc92-4d3a-8676-15964e9077ae,31,Samarkand,8135583.019591328,13159094.635684246,2552422.8211104465,2,0
a1ea1d29-db91-4d22-b2fc-be15376d4ea5,48,Fergana,6291196.157919091,2487650.859395553,3690360.6245779116,1,0
60630774-b74a-4745-be17-05cde916685c,32,Andijan,6407929.353588467,221605.20211062796,3651033.858282,1,0
39b04e13-f832-4592-be9c-6747c78b97d4,25,Tashkent,6779713.903570989,6123724.335986782,3214766.4916007924,4,0
074d3a66-8741-4700-994e-adfac0994c32,31,Fergana,5841533.125037173,1720238.6302965295,4717119.153994557,3,0
588130a4-01e2-4b0c-962f-c654002cb7ec,40,Andijan,5241217.095227158,1405816.8757061842,4326826.734770285,5,0
88a69996-c379-41be-ae21-0fe50c8c2d5d,57,Samarkand,6324613.793295936,1959719.6681314185,4001857.1940538017,5,1
52d76016-7f81-41ac-bec4-353497caa1d0,38,Bukhara,3907667.7915639607,6433431.224505323,5566365.572808747,0,0
b1b1cda1-d666-4738-ace7-639ff8a8b516,33,Samarkand,2171073.9772673585,8541304.413276164,2853536.598002284,3,0
73134a0e-f519-4d83-9b45-231a71e17f8e,62,Tashkent,6445993.869248646,4434340.123336517,2535199.6706839064,4,0
45a0ed2c-1752-431c-b88f-d684f4080cd0,35,Samarkand,7475476.2114984505,1946571.83448225,3860363.099303359,0,0
c9f069a1-d3b3-4ce1-8a82-8a342b0dd426,64,Samarkand,2763536.1212879373,1858785.0658204164,2747365.702005719,2,0
fac5f316-be58-45ac-8abf-f6e3ba274036,41,Samarkand,6643842.9648318,663706.2381021082,3011927.7156478227,2,0
753f1a11-d3ba-493a-bb3e-0bfca8f2b0e6,43,Samarkand,8361531.426776379,13537830.209270673,2014080.034249695,0,0
a7dccf91-f1db-4e74-85d0-610651432d85,42,Tashkent,4995507.596485758,5082481.106715407,3606659.457713127,2,0
a9b5ef58-f6b8-4b79-bcfb-fe0c780fbd78,62,Andijan,3363995.6305165077,136725.5635637611,1528992.7544623902,3,0
fc5c1667-55c1-4fdd-a9f8-29657bf6211b,58,Fergana,5246037.347053511,5428980.270729118,2903561.7788406303,1,0
92714b23-6f05-47fe-98bd-b5b2d35845cf,46,Bukhara,3898932.0635985974,2963373.7786229877,2984644.262484243,5,0
b3dafa91-580a-4563-bc61-4d4a7d1705ef,32,Fergana,3766539.7800871967,17978396.229477994,2563961.1575801685,3,1
841ad271-7531-4352-a737-e726f5f75edb,62,Fergana,5866368.1345430855,8548192.83788976,1242785.2413385,2,1
91014e40-cf3e-472a-be3e-b88d7a17feed,18,Bukhara,1792541.0499402094,939580.4080222258,1235368.9062255495,1,0
cff9d904-50f8-4b1d-b85c-ba0e270bc519,42,Tashkent,2112142.155015546,6366813.038522258,2253827.5933282,3,0
f3c26205-a856-45bd-b89c-7e30defb9050,24,Bukhara,5038581.760747885,3323440.0963764484,3539050.328762064,5,0
37319467-48d0-4d1b-9803-03bf422d624c,26,Tashkent,4955382.922175137,1035398.6142345954,3288924.861441944,2,0
6f1371bf-9062-4072-b4ed-f14f519a42ab,41,Fergana,5687109.154079871,5998906.460496499,2983564.6411688584,3,1
c4a11892-295d-48fb-9092-d5bd95f6c812,18,Tashkent,8750450.776966777,3963595.5091243875,2115411.5139825223,2,0
9a3f8050-3cf1-4d63-8652-abb5f77627e8,61,Andijan,5209028.072151642,154223.619095645,3341132.2212611074,4,0
8f9cdf28-2548-4b9d-800d-be47470dd17a,25,Bukhara,6196344.300669589,5200603.119170306,1200970.7219610817,0,0
dd1e7986-a6a2-4ef5-8684-aeb814392d44,41,Andijan,3048934.128770736,5039112.7789263455,603450.5176280225,2,0
6bccead2-ff94-40ab-97a3-cfc2d9d368cd,28,Fergana,6535875.327033075,777921.9749961412,2756928.4487849954,5,1
8ccb8117-b715-4254-b77a-50a3b5d32eb3,34,Bukhara,3947218.2697786447,2146133.9220581623,2453948.619902971,3,0
4d5a63c7-f0fb-475e-9b8b-8883c7d9c493,25,Fergana,5142841.665162186,4408226.514627347,4013171.297647458,5,0
bc4b82a1-0f74-4a1c-875b-e7a3601339c3,52,Andijan,4782302.749861676,747043.9508446807,3157983.7777728345,2,1
c3ad170b-691b-4ade-bfc3-64f8ce107628,52,Fergana,7065948.469828062,9577213.38551376,4650735.3099998515,2,0
5a4ce6bb-c675-4a79-a87b-90305e6b2703,50,Bukhara,2380046.891250001,139354.27651096275,2451784.9313045405,5,1
1aaad1da-5570-4c6e-9689-8a7fc1f82dbd,22,Bukhara,1000000.0,542590.8956656776,3486772.291522161,3,0
278218ad-35dd-424a-8d91-b2a65345868d,59,Fergana,4573134.605824151,617095.8686081414,2747722.87058437,3,0
751bc4b1-382e-4788-bc15-3a9f1317a5c9,56,Bukhara,5937062.513810248,3755016.4048393443,4381719.724131138,1,0
1b0b095e-5cb6-4d6e-8c63-d68f5c8f7afb,58,Bukhara,5304538.751615,4839420.51651508,2795949.55287592,5,0
6953e72c-e8c2-43ec-9bc8-ee7073ca483d,45,Fergana,7464408.474827822,2585399.006308972,3854406.780145765,5,0
0566e3ba-4b70-4aae-aedd-b46b3d8359a8,24,Andijan,5874745.348359337,1703071.8106310095,1922381.0354758396,2,0
b8cf5898-c310-4393-8934-ecd7a4c030a1,26,Bukhara,3872303.33628028,8285724.427505334,2584787.3568679555,4,0
2876aa2f-d716-40c6-8bf3-64fb599ffc62,25,Bukhara,1000000.0,353646.80438175576,2915956.5880725333,0,0
e38ef328-f360-4ba0-a521-63e4e72c0b18,29,Bukhara,4525375.531609563,1644547.559190658,4263417.5399628,5,0
68bbe868-0703-4e75-acca-b55c30dc8831,51,Bukhara,7055918.004515596,199505.7327585954,802813.0589919612,2,0
173de950-9d2d-40be-bdd9-4e6bfdfc9ddd,50,Fergana,4215904.434665771,69937.52801651505,2667355.553554221,3,1
c55008c8-a27c-463f-8f2c-f26e8c81d322,40,Andijan,5056640.527355528,2179981.541428134,2633519.8735726993,1,0
7e10161b-0ee4-4861-a787-0b85ef3da0da,41,Andijan,5842720.508613417,1083469.8634435527,923026.4776056197,2,0
e3e31fcd-2e43-4d5b-b1d6-1a540607f1bf,54,Tashkent,2969415.251500368,1562373.4582745847,2535964.2392531848,4,0
d136185d-07f4-48d8-bf9c-8f9a6ee86e67,52,Bukhara,6246471.793277634,8600371.534792123,1459332.868808706,3,0
0b404fb9-f50d-402a-8388-13c6b956fb78,61,Bukhara,8274243.5800034115,889537.1445294492,669336.5219626077,4,0
de1c78ae-4377-4c73-991a-56e8763b9911,57,Tashkent,4654373.296213187,7575945.277072608,2737687.171504677,4,0
9719de30-48fb-48b8-8e60-4ac62e2de029,39,Andijan,2741871.156335396,5620429.36156035,2703854.879196142,5,0
76cf9fbe-635b-452a-8bbb-af87d61a4061,44,Samarkand,4866797.945956052,1975932.0158350235,2755046.4170406675,0,0
4edb9d07-a904-46d7-9ce9-5a09754a21a3,52,Samarkand,1000000.0,3954419.106143298,3252858.2458983515,0,0
1a9dfcff-2a63-4742-a6b4-db31a06b3afb,18,Andijan,5673806.527953232,2938853.8131136536,2120603.176786301,5,0
5222ffea-4cf4-4ed5-8661-7dd0d6ae6351,52,Bukhara,5904548.755297158,687096.5066249857,4790856.01344592,2,0
24abd9b2-9935-4f0f-9744-9276343cdcec,54,Samarkand,8351272.5876911245,11885752.403648779,2966705.991868497,0,0
4aadf052-1415-495e-b50b-d99de20c5abc,64,Fergana,4612010.41486675,4215410.08627702,4286430.4630614845,2,0
0d873ae6-b278-4ac8-bb48-6d9864bbf5d8,31,Fergana,5816970.676292941,10611329.606322074,1320100.758511288,2,1
4d6acf8e-71a6-4012-8078-a021f801eb5a,20,Tashkent,3277423.7952281977,8681430.205607763,2165470.3499081256,5,0
74209489-8693-4244-bf66-5568cbcd04c7,18,Andijan,4287145.758949842,415690.3957427935,3686314.80504423,3,0
5a2e729e-78fc-4070-ab93-b137614176fc,22,Andijan,1949629.126675604,1161367.173373911,2773435.7243220666,3,0
c6523a58-20d2-4592-9ae5-dc23d1a63c56,43,Samarkand,4610420.757433529,784796.2680907125,1926820.6126270336,1,0
191b136f-691c-423e-9640-089d6be6fbdd,31,Bukhara,4389381.69296287,8882764.37254662,1161370.1013559187,0,0
820e2fe9-e4ea-4ade-bcd5-c55a08b86b0b,56,Andijan,5598399.532177792,9918716.32979791,3733203.672240365,5,0
3dbfcc68-216e-4e2c-b0dd-dd85aae76b22,44,Samarkand,3752806.239334721,3753579.67321356,3651602.254948855,1,0
b6da1c42-d850-4ae2-9009-868f0a2cf073,26,Samarkand,5166690.701950184,550068.136986718,3243320.691419228,5,0
0bc06307-309f-4e39-8e44-7727abc1a2fd,32,Andijan,4333239.888784668,728694.4002915028,2504093.8092140835,4,1
df8d0515-9455-4692-8b7a-ba5791afa8ea,32,Samarkand,4337001.223400972,8397929.015233824,1886909.9723701952,2,0
47d87290-5c8a-4df5-aefc-3a6c83dbc20c,43,Tashkent,5160724.65192606,13238784.867141763,2947018.460103298,2,0
ac2b5d7c-ab78-4d2c-bfcd-952648878e68,59,Tashkent,5081045.88463402,1112441.8618956523,1684681.3963545996,3,1
9bbb0daf-5599-463f-9bdd-c21a2d5a4dcf,30,Andijan,6522348.078103277,56000.3184046136,2248415.91943541,4,0
92ba00c9-5013-4116-9692-7b8efa4ebd53,49,Bukhara,4758713.9317403305,2009504.1272167927,4261250.581399549,2,0
e4cf2bc1-d821-471a-af09-f1e5c3583727,56,Tashkent,4300229.301753994,154870.87373064156,1149164.2368685808,2,0
baf48722-b080-4563-ab37-33b1ace96830,49,Tashkent,4638385.109825548,8800574.880231183,3677527.826900367,4,1
1fcd6444-9b20-4447-b495-91086557d85f,21,Andijan,3570671.766318015,3381570.842285529,4494195.951449163,4,0
fa9965c6-0c45-4dc3-88a8-15d1399cc4e9,47,Fergana,4280177.812866657,5134167.41020618,3816259.719382653,2,0
4df039cf-0b8d-4f91-8e9a-15b918b8e291,54,Samarkand,9062317.426146463,2650763.2680434627,3398212.878426484,4,0
40d1ed51-6f66-44f9-81d5-889298f071ac,40,Tashkent,3174642.478608266,2119476.123286919,2536427.153828876,0,0
6a45fbd3-3b42-485d-b00c-58474516cd3f,56,Fergana,4442687.3322413815,1256431.941716404,2354111.9455659874,4,0
b421ef5d-c594-41a8-a54a-1c1dc776da98,62,Bukhara,4225022.6734606195,7359970.383491088,751869.133936679,1,0
cc339c37-85fe-4068-a850-26ee515f7214,32,Fergana,4505656.7755112015,5946202.373511349,3037006.6802673144,1,0
74726ff8-3c79-47c8-b191-a3a7fac80617,60,Andijan,4337521.38224321,2237133.950503353,2597759.5512709063,2,0
728c41ab-ce00-4edd-94a8-cfb1d1c4ab24,46,Bukhara,5558480.202442,1936526.016557276,2301965.5913180932,2,0
a212f3b2-e2ef-4870-bb83-4c8c122e1983,53,Bukhara,1579649.7972164112,6218.258314608275,2979918.971120987,3,0
bbf9e494-0bf9-4022-927b-43ce5b3eeabe,30,Fergana,7074342.945064009,328307.11702456325,3062369.4802046553,4,0
0a43d488-c86a-4ce7-bf2c-b0d6c677e84f,49,Andijan,6265165.599284395,4880940.53097614,2364442.7026329464,1,0
ef479cf7-3d46-4d41-9a81-c6be76bc2e46,24,Tashkent,2514256.8278737306,3613985.2301633554,4613080.783476787,3,0
5684df2e-15fe-4515-bdda-b946cbd98ea8,39,Fergana,1000000.0,2852906.4891789462,3730602.7791124242,2,0
43c31ce2-2cf9-4597-81b1-55377fc024ca,45,Tashkent,3045855.707717198,8786855.163748186,3896278.5583732785,5,1
8bbd1f39-9827-476b-ae55-ce782ea02b22,19,Fergana,4514667.077145755,3504870.7012792784,2896697.216360591,5,0
4eafcae8-3a52-4852-b561-8c63a0337ceb,59,Tashkent,10160583.79738155,2426549.52577098,3511235.7322611427,0,0
b749155f-55c1-4b1b-9dcd-e1baba24f870,62,Fergana,6086513.929948547,879250.79281955,2104295.3994014366,4,0
cb7e4481-350b-4fbf-9e7b-ea99cc926495,23,Bukhara,1384820.7016370846,8593140.097421711,3666258.540250306,3,0
7e50e695-8ee2-4d35-9cf7-0233ae159a41,45,Samarkand,3620688.990198112,4293037.45394241,2795597.392686261,0,0
94d20d24-4c26-4534-a18c-f483ac3d7e52,45,Bukhara,4893575.127454033,485087.99565244216,1978016.4649856742,5,0
b8ad30fc-6f5c-4196-aabe-4a4fa8d32d4f,61,Tashkent,5507367.108596194,5233398.165036056,2977233.3287807703,2,0
2557ed19-902f-46ce-ab6f-956d2a5ff6b3,61,Andijan,2370502.279379154,2767541.406931541,2707945.9697501105,1,0
eb78cb19-9deb-4189-bd27-c285b964c8bd,37,Bukhara,4730019.544045878,8340269.32893842,5323069.327220917,3,0
1df38924-e1de-4ad1-82ae-e67d16829fde,47,Samarkand,3564721.7247789185,12561261.608403303,3435394.2484799116,3,0
9e91a1f3-4ebf-48c8-8f70-9ce87f8e332c,28,Tashkent,2792482.874795367,4587279.7170506865,4579717.467448222,2,0
38735c07-6dcd-4f34-b7b1-1be053f7e4e2,45,Bukhara,5519191.293397908,6576623.1849877685,4131287.1063587265,2,0
6f1bbfea-58d0-4b70-8a81-f899d820321e,42,Fergana,6547754.346885645,291276.03338068345,3037780.5997974994,1,0
b35c6867-bad9-4250-a055-570427e467e9,56,Andijan,6682082.553923239,4107806.501097408,2556280.797069955,1,0
051854ca-8ca2-4dd1-b120-d9529a3f0d82,50,Tashkent,6148772.702267752,7039428.494477976,1259773.418799677,1,0
78d6330f-1303-47d7-be0e-3c7bf490bc95,18,Bukhara,4005260.9337194744,3433461.7839332637,2129056.4493352603,0,0
f7dfd373-2e7f-47c6-ae2a-834d7d9aaa1e,44,Tashkent,6429099.522927011,4501472.894997687,3662753.4577542143,0,0
f7bc79c6-e14f-4dce-a4c8-ec2806b01a50,30,Fergana,5618108.876208575,11460609.39819265,2697869.614879297,2,0
308b7d6c-d924-4de0-96ce-c0369c046de2,58,Samarkand,5267883.765904026,1103854.167379089,3375820.3257384417,3,0
262e2abf-f633-4ff7-b6ab-8cc3165c3a2b,20,Bukhara,3776613.756596403,517070.4311944115,969724.8486526634,0,1
bfd669c4-6460-4df7-b9ac-c81e432e181c,56,Tashkent,4006247.7453169436,5866306.555761623,3453514.8490973734,2,0
9d4b5a6a-9802-4ad5-90b3-327114fdec30,23,Tashkent,5147773.872249108,8653761.347182663,4096481.557199286,5,0
a37ccc18-3311-419b-a566-f18f0713a24f,25,Tashkent,9879748.933971003,9501966.300472777,1224241.7101937467,5,0
7ae4eabf-4712-45a1-80b6-f7cac2ec9923,44,Samarkand,5602484.96018278,5131148.802098122,3371563.9063567994,0,1
35d378f9-9076-402e-ace7-b07299ba0c28,26,Tashkent,3777622.9954994284,8955201.18481211,4343534.653608461,1,0
8c855932-703b-4d77-b2df-d76364a7f2aa,54,Andijan,3335221.1100611147,6030946.389837225,4680086.649339465,5,0
847d1932-6959-4057-b718-3cea426d0896,50,Andijan,4016466.7746875943,457161.579721954,2496500.92914204,2,0
9cb4f0ce-3fde-4346-bdce-e76089ba12e1,59,Tashkent,9354586.895098131,7178337.141306027,3779930.344611534,5,0
2fa1ceb5-e4b6-48b5-9121-afd404716ddc,61,Andijan,4201486.708108076,988351.8851967568,4429789.820005415,1,1
e3812455-9d83-405c-a486-4e5144d1c8c4,41,Bukhara,6813741.06922057,1349926.8843960469,3401381.3907803786,4,0
1040737a-1ff3-4143-8e35-87b5af86b9a7,32,Andijan,4248143.509057287,2509747.5579557614,4285077.588996811,5,0
2ae8a239-430a-4e29-8afb-5060479168b4,49,Tashkent,5522369.082559258,1888523.1019943114,2964138.3466616995,3,0
9d4b8955-c1bd-4b9d-b176-b142ea16ca08,49,Fergana,6583490.548017444,1940472.3129992827,3394314.143770797,1,0
eff4a278-ecdd-4540-b28a-30d2a1449f95,41,Bukhara,3856194.3003801517,927189.1819911045,2378390.773537798,3,0
e8dd19ec-ca43-4db9-87cd-683768372b90,58,Samarkand,3717776.691694461,1739787.0267427398,2835399.842326241,2,0
01c7347f-6a7b-435c-b2d4-8501cc90bfdf,29,Tashkent,8317739.38891066,99292.35315394554,3433716.1698763636,4,0
276e9a88-2675-4a9f-9018-b1118cffe13a,56,Samarkand,6969185.789791593,3201928.8155024005,2303380.6749542323,3,0
502c23bf-89bc-48fd-b9b5-313d64eb02b2,19,Fergana,6581344.637381457,7317841.965590571,2776413.626859246,5,0
970ed1cd-e418-4beb-a84b-577a16d55914,20,Samarkand,6574552.586245828,9911478.664725998,3760873.6809468037,0,0
62d48bf7-7988-4164-95fc-9d3c122cc807,54,Tashkent,5919150.976622131,8585910.750044575,5052557.5331761,5,0
c132dc2d-ffe1-4927-857a-e31e558f8826,34,Tashkent,9035551.62635013,2693191.8443059227,950561.5083514263,5,0
4df27f08-8d6e-4952-a40d-f65af82dbe22,19,Fergana,5087816.603754314,6554570.643349062,4976576.667323617,2,0
2bf856cf-32d9-494d-b60f-261494814930,19,Tashkent,6154524.734401839,1697619.8608309622,2740128.235577232,4,0
dc48f726-a3c7-4c98-9083-64e653230e55,45,Fergana,2098174.142811975,285828.6896035902,3964899.869027385,0,0
22d0444a-fe54-4f7a-b99f-50ea65fcc7cb,40,Fergana,3350078.626817518,5634619.41228288,4161092.6999917403,0,0
5de92ed3-56e1-4918-9463-e09b6e097783,54,Tashkent,2598362.000329919,5231942.484131892,4564496.773940547,5,0
54ea750e-9085-4d07-bfa0-67bf3bd4b542,49,Andijan,7548127.167032299,8088091.288619148,2272038.135270209,4,0
13aebb15-2add-4df9-85b7-a89d649def68,50,Fergana,1000000.0,4786946.723025581,2774728.6918822015,1,1
d849d291-6375-48a6-8a4d-e0fc91d0240f,18,Tashkent,4195379.954494555,853298.8524672344,2946403.9010470966,4,1
d3453950-31ea-46db-bd79-58b6220d4f3c,36,Andijan,1000000.0,9592140.053336635,2642566.1575026554,4,0
01df757a-ebb6-4c95-bc97-6fe1428ac5e9,19,Fergana,3337424.20903622,4934274.024796807,4318760.97483914,4,0
6bf53284-a4f0-49e3-96a3-0a4fd71f7460,61,Andijan,4018102.1005362673,8241145.764030207,2923172.298988534,3,1
b07955f8-be42-4454-b469-cd8a9192c6a2,43,Bukhara,7769742.187588088,7438471.880202704,1381452.335191631,1,0
a1140ceb-d37b-4155-9e43-3b9509699d67,49,Bukhara,5793255.878442914,1768144.2772244534,2366986.1776862363,2,0
45541a29-1b23-4cc0-aecd-ce4210eca799,23,Andijan,3333716.953342067,387391.9388852177,1421599.97330312,0,0
